Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
DPNS,Duta Pertiwi Nusantara Tbk.,1990-08-08,331129952,Utama,Basic Materials,376,124504861952,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
DPUM,Dua Putra Utama Makmur Tbk.,2015-12-08,4175000000,Utama,Consumer Non-Cyclicals,50,208750000000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2015-12-08,2022-10-14
DRMA,Dharma Polimetal Tbk.,2021-12-20,4705882300,Utama,Consumer Cyclicals,635,2988235260500,2021-12-20 09:00:00,2022-10-14 15:59:00,2021-12-20 09:00:00,2022-10-14 16:00:00,2021-12-20,2022-10-14
DSFI,Dharma Samudera Fishing Indust,2000-03-24,1857135500,Utama,Consumer Non-Cyclicals,90,167142195000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
DSNG,Dharma Satya Nusantara Tbk.,2013-06-14,10599842400,Utama,Consumer Non-Cyclicals,484,5130323721600,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-06-14,2022-10-14
DSSA,Dian Swastatika Sentosa Tbk,2009-12-10,770552320,Utama,Energy,38850,29935957632000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2009-12-10,2022-10-14
DUCK,Jaya Bersama Indo Tbk.,2018-10-10,1283330000,Utama,Consumer Cyclicals,176,225866080000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-10,2022-10-14
DUTI,Duta Pertiwi Tbk,1994-11-02,1850000000,Pengembangan,Properties & Real Estate,3840,7104000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
DVLA,Darya-Varia Laboratoria Tbk.,1994-11-11,1120000000,Utama,Healthcare,2500,2800000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
DWGL,Dwi Guna Laksana Tbk.,2017-12-13,9244722556,Pengembangan,Energy,200,1848944511200,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-12-13,2022-10-14
DYAN,Dyandra Media International Tb,2013-03-25,4272964279,Utama,Industrials,91,388839749389,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-03-25,2022-10-14
EAST,Eastparc Hotel Tbk.,2019-07-09,4126366528,Pengembangan,Consumer Cyclicals,116,478658517248,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-09,2022-10-14
ECII,Electronic City Indonesia Tbk.,2013-07-03,1334333000,Pengembangan,Consumer Cyclicals,500,667166500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-07-03,2022-10-14
EDGE,Indointernet Tbk.,2021-02-08,404050000,Pengembangan,Technology,19500,7878975000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-02-08 09:00:00,2022-10-14 16:00:00,2021-02-08,2022-10-14
EKAD,Ekadharma International Tbk.,1990-08-14,698775000,Utama,Basic Materials,270,188669250000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
ELPI,Pelayaran Nasional Ekalya Purn,2022-08-08,7412000000,Utama,Transportation & Logistic,202,1497224000000,2022-08-08 09:00:00,2022-10-14 15:59:00,2022-08-08 09:00:00,2022-10-14 16:00:00,2022-08-08,2022-10-14
ELSA,Elnusa Tbk.,2008-02-06,7298500000,Utama,Energy,316,2306326000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2008-02-06,2022-10-14
ELTY,Bakrieland Development Tbk.,1995-10-30,43521913019,Utama,Properties & Real Estate,50,2176095650950,2021-11-22 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
EMDE,Megapolitan Developments Tbk.,2011-01-12,3350000000,Pengembangan,Properties & Real Estate,135,452250000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-01-12,2022-10-14
EMTK,Elang Mahkota Teknologi Tbk.,2010-01-12,61241751483,Utama,Technology,1515,92781253496745,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-01-12,2022-10-14
ENAK,Champ Resto Indonesia Tbk.,2022-02-08,2166666800,Pengembangan,Consumer Cyclicals,2300,4983333640000,2022-02-08 09:00:00,2022-10-14 15:59:00,2022-02-08 09:00:00,2022-10-14 16:00:00,2022-02-08,2022-10-14
ENRG,Energi Mega Persada Tbk.,2004-06-07,24821230250,Pengembangan,Energy,270,6701732167500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2004-06-07,2022-10-14
ENVY,Envy Technologies Indonesia Tb,2019-07-08,1800000000,Pengembangan,Technology,50,90000000000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-07-08,2022-10-14
ENZO,Morenzo Abadi Perkasa Tbk.,2020-09-14,2162545448,Pengembangan,Consumer Non-Cyclicals,64,138402908672,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-09-14 09:00:00,2022-10-14 16:00:00,2020-09-14,2022-10-14
EPAC,Megalestari Epack Sentosaraya ,2020-07-01,3303400000,Pengembangan,Basic Materials,50,165170000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-07-01 09:00:00,2022-10-14 16:00:00,2020-07-01,2022-10-14
EPMT,Enseval Putera Megatrading Tbk,1994-08-01,2708640000,Pengembangan,Consumer Non-Cyclicals,2680,7259155200000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
ERAA,Erajaya Swasembada Tbk.,2011-12-14,15950000000,Utama,Consumer Cyclicals,402,6411900000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-12-14,2022-10-14
ERTX,Eratex Djaja Tbk.,1990-08-21,1286539792,Pengembangan,Consumer Cyclicals,177,227717543184,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
ESIP,Sinergi Inti Plastindo Tbk.,2019-11-14,1109936024,Pengembangan,Basic Materials,66,73255777584,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-11-14,2022-10-14
ESSA,Surya Esa Perkasa Tbk.,2012-02-01,15660887000,Utama,Basic Materials,985,15425973695000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-02-01,2022-10-14
ESTA,Esta Multi Usaha Tbk.,2020-03-09,630000000,Pengembangan,Consumer Cyclicals,117,73710000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2020-03-09,2022-10-14
ESTI,Ever Shine Tex Tbk.,1992-10-13,2015208720,Utama,Consumer Cyclicals,73,147110236560,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
ETWA,Eterindo Wahanatama Tbk,1997-05-16,4668671400,Utama,Energy,260,1213854564000,2022-08-29 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
EURO,Estee Gold Feet Tbk.,2022-08-08,2500000000,Akselerasi,Consumer Non-Cyclicals,78,195000000000,2022-08-08 09:00:00,2022-10-14 15:59:00,2022-08-08 09:00:00,2022-10-14 16:00:00,2022-08-08,2022-10-14
EXCL,XL Axiata Tbk.,2005-09-29,10724674776,Utama,Infrastructures,2380,25524725966880,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2005-09-29,2022-10-14
FAPA,FAP Agri Tbk.,2021-01-04,3629411800,Pengembangan,Consumer Non-Cyclicals,4150,15062058970000,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-01-04 09:00:00,2022-10-14 16:00:00,2021-01-04,2022-10-14
FAST,Fast Food Indonesia Tbk.,1993-05-11,3990277158,Pengembangan,Consumer Cyclicals,950,3790763300100,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
FASW,Fajar Surya Wisesa Tbk.,1994-12-19,2477888787,Utama,Basic Materials,6250,15486804918750,2021-12-27 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
FILM,MD Pictures Tbk.,2018-08-07,9511217000,Utama,Consumer Cyclicals,2860,27202080620000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-08-07,2022-10-14
FIMP,Fimperkasa Utama Tbk.,2021-04-09,400000975,Akselerasi,Infrastructures,62,24800060450,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-04-09 09:00:00,2022-10-14 16:00:00,2021-04-09,2022-10-14
FIRE,Alfa Energi Investama Tbk.,2017-06-09,1475363179,Pengembangan,Energy,248,365890068392,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-06-09,2022-10-14
FISH,FKS Multi Agro Tbk.,2002-01-18,480000000,Pengembangan,Consumer Non-Cyclicals,6800,3264000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2002-01-18,2022-10-14
FITT,Hotel Fitra International Tbk.,2019-06-11,726130099,Pengembangan,Consumer Cyclicals,198,143773759602,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-06-11,2022-10-14
FLMC,Falmaco Nonwoven Industri Tbk.,2021-07-08,781250000,Akselerasi,Consumer Non-Cyclicals,78,60937500000,2021-11-01 09:00:00,2022-07-29 15:59:00,2021-07-08 09:00:00,2022-07-29 16:00:00,2021-07-08,2022-10-14
FMII,Fortune Mate Indonesia Tbk,2000-06-30,2721000000,Pengembangan,Properties & Real Estate,320,870720000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
FOOD,Sentra Food Indonesia Tbk.,2019-01-08,650000000,Pengembangan,Consumer Non-Cyclicals,105,68250000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-01-08,2022-10-14
FORU,Fortune Indonesia Tbk,2002-01-17,465224000,Pengembangan,Consumer Cyclicals,240,111653760000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2002-01-17,2022-10-14
FORZ,Forza Land Indonesia Tbk.,2017-04-28,1984009887,Utama,Properties & Real Estate,50,99200494350,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2017-04-28,2022-10-14
FPNI,Lotte Chemical Titan Tbk.,2002-03-21,5566414000,Pengembangan,Basic Materials,187,1040919418000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2002-03-21,2022-10-14
FREN,Smartfren Telecom Tbk.,2006-11-29,308106840243,Utama,Infrastructures,74,22799906177982,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2006-11-29,2022-10-14
FUJI,Fuji Finance Indonesia Tbk.,2019-07-09,1105000000,Pengembangan,Financials,620,685100000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-09,2022-10-14
GAMA,Aksara Global Development Tbk.,2012-07-11,10011027656,Utama,Properties & Real Estate,50,500551382800,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-07-11,2022-10-14
GDST,Gunawan Dianjaya Steel Tbk.,2009-12-23,9242500000,Pengembangan,Basic Materials,179,1654407500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2009-12-23,2022-10-14
GDYR,Goodyear Indonesia Tbk.,1980-12-22,410000000,Utama,Consumer Cyclicals,1335,547350000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
GEMA,Gema Grahasarana Tbk.,2002-08-12,1600000000,Pengembangan,Consumer Cyclicals,280,448000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2002-08-12,2022-10-14
GEMS,Golden Energy Mines Tbk.,2011-11-17,5882353000,Utama,Energy,7075,41617647475000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-11-17,2022-10-14
GGRM,Gudang Garam Tbk.,1990-08-27,1924088000,Utama,Consumer Non-Cyclicals,22300,42907162400000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
GGRP,Gunung Raja Paksi Tbk.,2019-09-19,12111376157,Pengembangan,Basic Materials,550,6661256886350,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-09-19,2022-10-14
GHON,Gihon Telekomunikasi Indonesia,2018-04-09,550000000,Utama,Infrastructures,2010,1105500000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-04-09,2022-10-14
GIAA,Garuda Indonesia (Persero) Tbk,2011-02-11,25886576254,Utama,Transportation & Logistic,222,5746819928388,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2011-02-11,2022-10-14
GJTL,Gajah Tunggal Tbk.,1990-05-08,3484800000,Utama,Consumer Cyclicals,620,2160576000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
GLOB,Globe Kita Terang Tbk.,2012-07-10,1111112000,Pengembangan,Consumer Cyclicals,111,123333432000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-07-10,2022-10-14
GLVA,Galva Technologies Tbk.,2019-12-23,1500000000,Pengembangan,Technology,306,459000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-12-23,2022-10-14
GMFI,Garuda Maintenance Facility Ae,2017-10-10,28233511500,Utama,Infrastructures,71,2004579316500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-10-10,2022-10-14
GMTD,Gowa Makassar Tourism Developm,2000-12-11,101538000,Pengembangan,Properties & Real Estate,14525,1474839450000,2021-11-15 09:00:00,2022-06-17 15:59:00,2020-04-16 09:00:00,2022-06-17 16:00:00,2001-04-16,2022-10-14
GOLD,Visi Telekomunikasi Infrastruk,2010-07-07,1277276000,Pengembangan,Infrastructures,314,401064664000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-07-07,2022-10-14
GOLL,Golden Plantation Tbk.,2014-12-23,3665000759,Pengembangan,Consumer Non-Cyclicals,,,,,,,2014-12-23,2022-10-14
GOOD,Garudafood Putra Putri Jaya Tb,2018-10-10,36897901455,Utama,Consumer Non-Cyclicals,520,19186908756600,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-10-10,2022-10-14
GOTO,GoTo Gojek Tokopedia Tbk.,2022-04-11,1184363929502,Utama,Technology,202,239241513759404,2022-04-11 09:00:00,2022-10-14 15:59:00,2022-04-11 09:00:00,2022-10-14 16:00:00,2022-04-11,2022-10-14
GPRA,Perdana Gapuraprima Tbk.,2007-10-10,4276655336,Utama,Properties & Real Estate,110,470432086960,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2007-10-10,2022-10-14
GPSO,Geoprima Solusi Tbk.,2021-09-06,666666823,Pengembangan,Industrials,116,77333351468,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-09-06 09:00:00,2022-10-14 16:00:00,2021-09-06,2022-10-14
GSMF,Equity Development Investment ,1989-10-23,14230399705,Pengembangan,Financials,83,1181123175515,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
GTBO,Garda Tujuh Buana Tbk,2009-07-09,2500000000,Pengembangan,Energy,75,187500000000,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2009-07-09,2022-10-14
GTSI,GTS Internasional Tbk.,2021-09-08,15819142767,Utama,Energy,66,1044063422622,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-09-08 09:00:00,2022-10-14 16:00:00,2021-09-08,2022-10-14
GULA,Aman Agrindo Tbk.,2022-08-03,1070362500,Pengembangan,Consumer Non-Cyclicals,195,208720687500,2022-08-03 09:00:00,2022-10-14 15:59:00,2022-08-03 09:00:00,2022-10-14 16:00:00,2022-08-03,2022-10-14
GWSA,Greenwood Sejahtera Tbk.,2011-12-23,7800760000,Utama,Properties & Real Estate,157,1224719320000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-12-23,2022-10-14
GZCO,Gozco Plantations Tbk.,2008-05-15,6000000000,Utama,Consumer Non-Cyclicals,113,678000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2008-05-15,2022-10-14
HADE,Himalaya Energi Perkasa Tbk.,2004-04-12,2120000000,Pengembangan,Infrastructures,50,106000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2004-04-12,2022-10-14
HAIS,Hasnur Internasional Shipping ,2021-09-01,2626250000,Utama,Transportation & Logistic,224,588280000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-09-01 09:00:00,2022-10-14 16:00:00,2021-09-01,2022-10-14
HATM,Habco Trans Maritima Tbk.,2022-07-26,7000000000,Pengembangan,Transportation & Logistic,384,2688000000000,2022-07-26 09:00:00,2022-10-14 15:59:00,2022-07-26 09:00:00,2022-10-14 16:00:00,2022-07-26,2022-10-14
HDFA,Radana Bhaskara Finance Tbk.,2011-05-10,6542445783,Utama,Financials,147,961739530101,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2011-05-10,2022-10-14
HDIT,Hensel Davest Indonesia Tbk.,2019-07-12,1524680000,Utama,Technology,80,121974400000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-07-12,2022-10-14
HDTX,Panasia Indo Resources Tbk.,1990-06-06,3601462800,Utama,Consumer Cyclicals,,,,,,,,
HEAL,Medikaloka Hermina Tbk.,2018-05-16,14920000000,Utama,Healthcare,1515,22603800000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-05-16,2022-10-14
HELI,Jaya Trishindo Tbk.,2018-03-27,832862387,Pengembangan,Transportation & Logistic,250,208215596750,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-03-27,2022-10-14
HERO,Hero Supermarket Tbk.,1989-08-21,4183634000,Utama,Consumer Non-Cyclicals,1625,6798405250000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
HEXA,Hexindo Adiperkasa Tbk.,1995-02-13,840000000,Utama,Industrials,5625,4725000000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
HITS,Humpuss Intermoda Transportasi,1997-12-15,7101084801,Utama,Energy,484,3436925043684,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
HKMU,HK Metals Utama Tbk.,2018-10-09,3221750000,Utama,Basic Materials,50,161087500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2018-10-09,2022-10-14
HMSP,H.M. Sampoerna Tbk.,1990-08-15,116318076900,Utama,Consumer Non-Cyclicals,940,109338992286000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
HOKI,Buyung Poetra Sembada Tbk.,2017-06-22,9677752680,Utama,Consumer Non-Cyclicals,128,1238752343040,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-06-22,2022-10-14
HOME,Hotel Mandarine Regency Tbk.,2008-07-17,22212194782,Pengembangan,Consumer Cyclicals,,,,,,,2008-07-17,2022-10-14
HOMI,Grand House Mulia Tbk.,2020-09-10,787500000,Pengembangan,Properties & Real Estate,418,329175000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-09-10 09:00:00,2022-10-14 16:00:00,2020-09-10,2022-10-14
HOPE,Harapan Duta Pertiwi Tbk.,2021-05-24,2129167100,Pengembangan,Industrials,53,112845856300,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-05-24 09:00:00,2022-10-14 16:00:00,2021-05-24,2022-10-14
HOTL,Saraswati Griya Lestari Tbk.,2013-01-10,3550001452,Utama,Consumer Cyclicals,50,177500072600,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-22 16:00:00,2013-01-10,2022-10-14
HRME,Menteng Heritage Realty Tbk.,2019-04-12,5958750000,Pengembangan,Consumer Cyclicals,55,327731250000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-04-12,2022-10-14
HRTA,Hartadinata Abadi Tbk.,2017-06-21,4605262400,Utama,Consumer Cyclicals,204,939473529600,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2017-06-21,2022-10-14
HRUM,Harum Energy Tbk.,2010-10-06,2703620000,Utama,Energy,1725,4663744500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-10-06,2022-10-14
IATA,MNC Energy Investments Tbk.,2006-09-13,11415812114,Pengembangan,Transportation & Logistic,140,1598213695960,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2006-09-13,2022-10-14
IBFN,Intan Baru Prana Tbk.,2014-12-22,1517332349,Pengembangan,Financials,97,147181237853,2021-11-01 09:00:00,2022-02-11 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2014-12-22,2022-10-14
IBOS,Indo Boga Sukses Tbk.,2022-04-25,8036800000,Akselerasi,Consumer Non-Cyclicals,93,747422400000,2022-04-25 09:00:00,2022-10-14 15:59:00,2022-04-25 09:00:00,2022-10-14 16:00:00,2022-04-25,2022-10-14
IBST,Inti Bangun Sejahtera Tbk.,2012-08-31,1350904927,Utama,Infrastructures,6525,8814654648675,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2012-08-31,2022-10-14
ICBP,Indofood CBP Sukses Makmur Tbk,2010-10-07,11661908000,Utama,Consumer Non-Cyclicals,8700,101458599600000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2010-10-07,2022-10-14
ICON,Island Concepts Indonesia Tbk.,2005-07-08,1089750000,Pengembangan,Industrials,82,89359500000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2005-07-08,2022-10-14
IDEA,Idea Indonesia Akademi Tbk.,2021-09-09,1062437500,Akselerasi,Consumer Cyclicals,59,62683812500,2021-11-01 09:00:00,2022-10-14 15:59:00,2021-09-09 09:00:00,2022-10-14 16:00:00,2021-09-09,2022-10-14
IDPR,Indonesia Pondasi Raya Tbk.,2015-12-10,2003000000,Utama,Infrastructures,168,336504000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2015-12-10,2022-10-14
IFII,Indonesia Fibreboard Industry ,2019-12-10,9412000000,Utama,Basic Materials,154,1449448000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-12-10,2022-10-14
IFSH,Ifishdeco Tbk.,2019-12-05,2125000000,Pengembangan,Basic Materials,1110,2358750000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2019-12-05,2022-10-14
IGAR,Champion Pacific Indonesia Tbk,1990-11-05,972204500,Utama,Basic Materials,472,458880524000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
IIKP,Inti Agri Resources Tbk,2002-10-14,33600000000,Pengembangan,Consumer Cyclicals,,,,,,,2002-10-14,2022-10-14
IKAI,Intikeramik Alamasri Industri ,1997-06-04,13305799387,Utama,Consumer Cyclicals,50,665289969350,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
IKAN,Era Mandiri Cemerlang Tbk.,2020-02-12,833333000,Pengembangan,Consumer Non-Cyclicals,67,55833311000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2020-02-12,2022-10-14
IKBI,Sumi Indo Kabel Tbk.,1991-01-21,1224000000,Pengembangan,Industrials,210,257040000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
IMAS,Indomobil Sukses Internasional,1993-11-15,3994291039,Utama,Consumer Cyclicals,795,3175461376005,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
IMJS,Indomobil Multi Jasa Tbk.,2013-12-10,8654325000,Utama,Financials,256,2215507200000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2013-12-10,2022-10-14
IMPC,Impack Pratama Industri Tbk.,2014-12-17,4833500000,Pengembangan,Industrials,3730,18028955000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2014-12-17,2022-10-14
INAF,Indofarma Tbk.,2001-04-17,3099267500,Utama,Healthcare,965,2990793137500,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-17,2022-10-14
INAI,Indal Aluminium Industry Tbk.,1994-12-05,633600000,Pengembangan,Basic Materials,300,190080000000,2021-11-01 09:00:00,2022-10-14 15:59:00,2020-04-16 09:00:00,2022-10-14 16:00:00,2001-04-16,2022-10-14
